,X,Y,Z,AUGT
1075850,-23.0,-148.0,-1.0,10.918267416954038
2646002,-191.0,4.0,343.0,12.398598027229312
1983712,-87.0,244.0,551.0,13.028146314620972
2579812,-559.0,788.0,487.0,10.587979483604432
430429,33.0,-644.0,-425.0,26.759892845153807
3258974,-519.0,396.0,207.0,11.404908227920533
1958809,-55.0,244.0,167.0,17.388329052925112
1761762,385.0,692.0,111.0,12.75073575973511
2150437,561.0,-876.0,-817.0,15.828102922439575
931933,65.0,460.0,143.0,25.282323980331427
2568485,-247.0,564.0,223.0,16.07746143341065
754069,-247.0,284.0,-57.0,10.952646708488468
552594,-7.0,36.0,239.0,39.69868898391724
2440491,-383.0,796.0,511.0,10.922718453407288
638641,-63.0,-796.0,-705.0,14.289077043533327
2463522,73.0,748.0,239.0,15.581772518157962
491141,481.0,-1316.0,-913.0,15.41653509140015
2724661,-135.0,420.0,423.0,10.628725743293764
2976551,137.0,92.0,135.0,29.614857721328736
1095449,-103.0,-68.0,119.0,18.110900497436525
349143,633.0,-980.0,-817.0,21.264577817916877
1303650,-39.0,-868.0,391.0,10.748430585861206
3559856,41.0,476.0,199.0,24.14425120353699
416477,273.0,236.0,-233.0,11.635506963729858
166313,145.0,436.0,143.0,24.682209777832032
3573100,-511.0,532.0,527.0,39.458407783508314
2394782,297.0,708.0,511.0,32.58435091972351
184586,-31.0,620.0,287.0,13.173898482322693
3065360,-207.0,-52.0,247.0,24.1772379398346
840453,161.0,140.0,-193.0,10.378220009803773
362450,-23.0,-540.0,-601.0,10.525028276443482
1513879,313.0,-812.0,-761.0,11.825909686088565
3694054,1.0,220.0,-169.0,13.908943343162534
1755877,-479.0,540.0,527.0,25.578681230545047
1602240,17.0,236.0,271.0,15.663830471038821
880057,-31.0,20.0,287.0,13.222559642791751
685349,-23.0,84.0,231.0,22.59532089233399
652248,-207.0,-68.0,47.0,12.319373083114623
3188654,-15.0,436.0,431.0,21.853434753417968
3603267,193.0,76.0,71.0,17.71297082901001
931282,-255.0,-1116.0,423.0,11.823251914978027
2199883,481.0,684.0,151.0,19.637872362136843
999152,9.0,-1060.0,511.0,12.046644878387454
354137,-47.0,-1180.0,375.0,26.44372906684876
3288851,585.0,-1244.0,-657.0,10.077694439888
306591,409.0,708.0,479.0,12.7597277879715
3401574,145.0,188.0,167.0,26.37763175964356
240165,-207.0,700.0,191.0,13.928232336044312
3149080,-391.0,772.0,215.0,16.612824153900153
1299253,217.0,-12.0,-153.0,10.003610968589783
2018657,-127.0,-1148.0,399.0,22.732931518554693
1494587,433.0,412.0,-153.0,12.832856798171994
2549534,-359.0,772.0,431.0,18.920011305809023
59968,473.0,-1228.0,-785.0,11.543298077583316
3300889,105.0,444.0,151.0,33.17734813690185
1941976,-807.0,-1156.0,375.0,17.24189696311951
1641826,-63.0,-508.0,-329.0,15.902804398536682
1722691,553.0,-860.0,-713.0,12.406823682785035
2239866,-351.0,620.0,159.0,20.539425706863405
234320,65.0,-852.0,-425.0,11.364948201179507
2422851,41.0,508.0,151.0,19.95512728691101
2166205,377.0,-60.0,-377.0,13.405692338943483
1848440,233.0,-212.0,-273.0,10.91359441280365
1324175,-215.0,20.0,399.0,13.296551990509036
2693234,-767.0,-220.0,399.0,11.873493719100953
2788020,-199.0,-708.0,519.0,10.442215633392337
814946,145.0,-532.0,-425.0,10.840744614601137
3684527,-39.0,412.0,199.0,16.874542760849
669724,-87.0,60.0,199.0,16.523030042648315
3529774,-55.0,196.0,223.0,36.80524425506592
2538955,17.0,500.0,-209.0,13.617631769180301
1730448,329.0,-612.0,-729.0,14.103255033493044
2473775,-47.0,4.0,271.0,18.436465191841126
3167379,-271.0,268.0,191.0,21.245575046539308
2296487,609.0,460.0,-193.0,15.964776611328125
2959076,-55.0,180.0,439.0,28.461539268493656
1664891,137.0,188.0,159.0,10.10133867263794
271924,137.0,172.0,127.0,13.593505048751831
3110100,17.0,-644.0,-641.0,10.667836451530457
87498,57.0,780.0,183.0,14.37545051574707
39311,473.0,-668.0,63.0,10.000595712661744
1156569,-191.0,12.0,215.0,40.0
1785538,-15.0,388.0,183.0,27.15702109336853
1251349,-15.0,572.0,151.0,27.494605922698973
3550833,-23.0,36.0,231.0,18.924410939216614
2960500,-15.0,1108.0,551.0,14.75797212123871
3351923,457.0,-892.0,-745.0,22.21043591499329
2459281,201.0,532.0,119.0,17.82478997707367
3283885,457.0,-868.0,-745.0,14.098771286010745
2246148,-335.0,564.0,111.0,17.566049242019652
1807455,-15.0,452.0,215.0,36.65323610305785
852368,-375.0,772.0,231.0,18.733613348007204
636410,481.0,724.0,151.0,14.496890211105347
3028830,-375.0,828.0,503.0,18.726009202003482
982016,-7.0,212.0,223.0,36.43037819862366
475226,-151.0,196.0,215.0,26.47564568519593
1674586,409.0,340.0,-161.0,14.3144654750824
1351026,25.0,732.0,183.0,34.76740789413452
3000022,97.0,-284.0,-145.0,16.782551169395447
872449,49.0,556.0,151.0,30.550872135162354
3509558,-207.0,428.0,551.0,11.849149703979492
3588264,-367.0,-68.0,143.0,24.60872678756714
922770,-463.0,244.0,159.0,13.234022521972653
1612028,513.0,-1324.0,-569.0,13.860994815826418
3625937,-39.0,348.0,239.0,19.374035716056824
1882679,-47.0,1132.0,551.0,29.48028922080994
1896340,81.0,-492.0,-449.0,31.334009218215947
367291,289.0,316.0,-177.0,11.906386995315552
803914,337.0,380.0,151.0,16.136891531944276
1029932,9.0,-356.0,-321.0,16.449009656906128
696679,193.0,652.0,159.0,14.354340219497681
128786,-591.0,228.0,559.0,13.314339780807495
3296109,-47.0,308.0,215.0,31.800664758682252
3127097,-167.0,348.0,223.0,18.500360345840456
2294375,465.0,660.0,151.0,29.84229984283448
1298660,321.0,76.0,-441.0,10.63430881500244
3045352,-7.0,348.0,423.0,15.805894470214847
2345535,-135.0,852.0,127.0,10.189822006225588
2075078,33.0,12.0,223.0,10.979772329330444
654203,217.0,-1292.0,-809.0,24.262017917633056
1646698,-343.0,444.0,287.0,12.793711042404174
1838825,-15.0,596.0,159.0,11.474121260643006
1610015,1.0,108.0,375.0,11.306879115104675
268894,529.0,-1340.0,-585.0,11.011341977119448
953159,-535.0,740.0,495.0,15.477597236633306
2182781,401.0,380.0,-329.0,13.529060816764831
95193,-183.0,172.0,175.0,18.490103101730348
818752,465.0,-1052.0,-937.0,25.961708688735968
2629571,-151.0,460.0,231.0,13.181482768058777
19358,-215.0,348.0,95.0,10.026770377159119
441442,-23.0,692.0,159.0,11.293208241462708
99895,129.0,716.0,151.0,23.24633111953736
3003923,-583.0,684.0,527.0,21.661867284774786
3223749,785.0,-316.0,-833.0,12.60465180873871
2019810,-247.0,828.0,159.0,19.61417088508606
1869340,89.0,-276.0,-49.0,18.67145538330078
2225376,433.0,244.0,-233.0,10.195801115036012
3026857,9.0,204.0,279.0,29.56707391738892
1511283,153.0,492.0,159.0,11.396385836601258
2193659,633.0,-804.0,-929.0,25.83984141349793
2523243,-231.0,-44.0,255.0,26.872886085510252
2346812,673.0,-348.0,-801.0,11.210024094581604
1852168,-743.0,-1148.0,383.0,12.439716958999634
2500134,-319.0,716.0,239.0,12.701902866363527
2448925,17.0,-324.0,-337.0,16.034287548065187
88850,-519.0,500.0,255.0,32.82039136886597
159548,177.0,308.0,543.0,11.757290124893188
973486,121.0,740.0,-41.0,10.508371353149414
1432189,-183.0,676.0,167.0,28.24851803779602
352028,-607.0,-316.0,391.0,15.125512075424194
217356,-351.0,476.0,191.0,38.78284559249878
517034,329.0,-1356.0,-1017.0,10.771519899368286
685938,73.0,188.0,167.0,15.42394647598267
2613082,-327.0,684.0,199.0,23.302243614196783
1369926,321.0,-1020.0,-905.0,10.627892780303958
1024839,-447.0,308.0,191.0,37.64887804985047
2871869,-31.0,468.0,247.0,19.598890161514284
415257,473.0,412.0,-137.0,13.502061367034914
767845,-127.0,-52.0,127.0,11.887756896018985
3701588,17.0,-260.0,-89.0,11.040808773040775
1518125,-31.0,84.0,271.0,39.29885272979737
3556687,449.0,716.0,207.0,11.123473048210144
631664,129.0,-268.0,-233.0,17.796529984474184
1342254,-63.0,-92.0,-97.0,11.243002653121948
2549193,-207.0,-60.0,279.0,37.742817115783694
3602788,-895.0,-1116.0,191.0,13.477181124687196
3658001,201.0,-1004.0,-977.0,11.025279211997988
3414738,169.0,780.0,167.0,12.650125980377199
1449513,33.0,692.0,247.0,19.07900443077088
1325869,233.0,-612.0,-657.0,14.712388134002689
1235176,113.0,-244.0,95.0,10.401634097099304
1948695,169.0,372.0,71.0,13.087049531936646
3637611,-207.0,-44.0,247.0,37.115195274353034
1405852,-135.0,212.0,167.0,22.17231121063233
2764736,-71.0,-620.0,-689.0,11.142002677917484
1207150,497.0,-1252.0,-785.0,12.31182851791382
2916997,-87.0,-132.0,71.0,11.246277260780337
47960,65.0,68.0,-137.0,10.525348377227782
1850408,281.0,-628.0,-705.0,15.16411108970642
2615460,-87.0,212.0,223.0,38.715710878372185
997754,-23.0,732.0,183.0,11.034865880012513
2642185,-143.0,-52.0,231.0,14.085945057868958
3647079,57.0,964.0,167.0,11.07595911026001
1746534,-551.0,492.0,255.0,10.106400704383852
216023,-71.0,68.0,175.0,23.97887592315674
1321464,713.0,-1476.0,-729.0,14.176695966720581
1429802,-511.0,644.0,519.0,15.174064588546756
2448583,-271.0,-84.0,191.0,18.89175248146057
3300411,-319.0,4.0,143.0,13.406149125099185
626759,-143.0,516.0,175.0,11.114009046554566
2302695,-375.0,684.0,463.0,15.23749477863312
2568204,41.0,484.0,191.0,37.39842839241028
100903,-231.0,164.0,15.0,15.7044073343277
410605,-175.0,-84.0,159.0,33.784116697311404
801525,-135.0,-60.0,151.0,27.803524208068854
1875646,-247.0,740.0,199.0,15.602491450309756
864007,-687.0,-1164.0,383.0,12.781159353256225
586859,433.0,756.0,231.0,27.49845180511475
900376,-7.0,-484.0,-441.0,16.30309510231018
5963,505.0,524.0,23.0,11.479883074760435
500562,289.0,-92.0,-361.0,11.08322446346283
2801965,-319.0,284.0,175.0,21.63476152420044
681063,153.0,716.0,191.0,23.429769897460943
948499,-383.0,396.0,111.0,16.255958509445193
1642429,257.0,188.0,-81.0,39.849379348754894
3115950,-271.0,388.0,167.0,40.0
1713153,-79.0,476.0,167.0,40.0
3510148,-191.0,12.0,231.0,35.11934585571289
729425,-295.0,20.0,143.0,15.2060022354126
2083495,393.0,-716.0,-769.0,12.272869682312011
2585083,-199.0,164.0,199.0,12.96397078037262
892279,-7.0,820.0,159.0,15.048496294021607
1878286,-247.0,684.0,183.0,12.835272741317748
134186,41.0,372.0,143.0,35.643180274963385
3559487,-351.0,796.0,535.0,14.094761848449707
3079962,-391.0,236.0,191.0,14.744196105003358
1575949,-287.0,-1044.0,519.0,21.975374460220337
1227659,-31.0,452.0,191.0,10.654609513282775
3581547,-399.0,-84.0,191.0,15.510338640213016
946124,193.0,508.0,103.0,10.152984714508056
1283769,-327.0,380.0,159.0,34.712165975570684
923630,-255.0,372.0,247.0,33.02230486869812
299687,641.0,-980.0,-929.0,28.49152593612671
1424148,-31.0,-220.0,-217.0,15.12249448299408
2706309,121.0,-396.0,-457.0,11.701545858383179
1141911,-831.0,-812.0,367.0,12.645685458183285
2823845,-215.0,-36.0,271.0,29.763167190551762
3601295,-199.0,500.0,135.0,30.301191186904912
1201987,-191.0,-116.0,175.0,13.101997303962708
1760623,65.0,52.0,-153.0,24.38021922111511
2331004,-263.0,420.0,-33.0,13.669014954566956
3343011,241.0,380.0,-145.0,12.068493509292605
1693238,113.0,100.0,191.0,11.425673890113833
2200400,-623.0,-1260.0,399.0,15.079446768760686
1027325,-255.0,-508.0,375.0,12.241009140014649
2411852,217.0,492.0,183.0,40.0
2089912,137.0,52.0,-201.0,17.912239408493047
462650,-223.0,-4.0,199.0,11.208076620101929
1413764,-239.0,556.0,119.0,12.450943851470948
1681785,129.0,508.0,47.0,12.807161116600033
3583766,73.0,804.0,143.0,18.67404773235321
1908328,-23.0,-1188.0,359.0,20.898025035858158
2824313,345.0,-324.0,-801.0,10.245853662490843
3609027,-407.0,684.0,495.0,12.83792934417725
2586635,441.0,-1324.0,-905.0,13.207649254798891
2745875,-31.0,-548.0,-457.0,10.77081427574158
84550,-119.0,-1036.0,535.0,25.45678358078003
1496566,-255.0,-188.0,239.0,13.178775930404663
1585769,-167.0,212.0,199.0,14.364190912246704
463924,-239.0,-84.0,119.0,11.43922910690308
2003697,569.0,-1164.0,-961.0,12.254387950897216
2776678,321.0,84.0,-209.0,17.22197127342224
2776510,297.0,524.0,-121.0,17.2032301902771
1622455,89.0,524.0,223.0,25.512069892883307
629097,593.0,-740.0,-777.0,10.770588803291323
553908,-223.0,388.0,-9.0,12.049264097213745
2193485,1.0,-852.0,375.0,12.306331896781922
1118830,-39.0,-1004.0,543.0,24.25338220596313
2979867,-319.0,508.0,183.0,11.227869129180911
3493241,585.0,-1316.0,-481.0,36.38933987617493
3276437,-367.0,892.0,151.0,11.38429560661316
3709128,329.0,524.0,47.0,15.48082745075226
2827034,49.0,-516.0,-385.0,10.877870464324953
611512,-335.0,508.0,271.0,13.732570147514346
1478182,-167.0,668.0,143.0,26.170402717590328
2635364,-111.0,1148.0,551.0,29.406229114532472
28750,-471.0,324.0,151.0,16.642580676078794
895721,97.0,260.0,-9.0,14.10084493160248
1414219,57.0,564.0,191.0,33.61225762367249
272942,-815.0,-812.0,375.0,14.057139492034915
3642451,-103.0,92.0,191.0,20.263573598861694
3192840,-335.0,12.0,143.0,15.143444728851321
191661,-143.0,372.0,159.0,40.0
3472121,505.0,604.0,143.0,18.295634865760807
1136537,-7.0,-516.0,-345.0,29.272835874557494
3081881,-103.0,-308.0,-145.0,14.308042430877686
1093196,-167.0,308.0,-57.0,13.026950025558472
2244693,665.0,-1028.0,-297.0,13.64774811267853
1084319,-303.0,-1140.0,415.0,19.25894196033478
2138001,593.0,-1300.0,-601.0,16.399300575256348
3559099,465.0,460.0,-337.0,16.421308088302613
1348296,-247.0,756.0,199.0,13.363114261627198
936516,-447.0,452.0,375.0,13.566330361366274
1469575,-231.0,260.0,-209.0,12.031839632987973
505913,-23.0,36.0,295.0,12.107333183288574
3080587,441.0,-764.0,-737.0,16.872021675109867
3388703,497.0,-1004.0,-913.0,12.081020665168765
2268741,-495.0,356.0,143.0,20.160377311706547
2939285,-191.0,516.0,143.0,40.0
368724,369.0,284.0,-361.0,23.000783443450928
82291,49.0,-52.0,127.0,18.5747802734375
1613547,185.0,-1156.0,-881.0,14.785244941711428
1304218,441.0,-812.0,-337.0,14.834689998626711
856843,337.0,60.0,-217.0,11.117108416557311
560616,-335.0,332.0,143.0,28.174240636825555
2134492,817.0,-340.0,-857.0,14.924639487266537
841221,-79.0,124.0,183.0,18.225665974617005
108241,-95.0,500.0,-57.0,23.12945461273193
366578,9.0,436.0,407.0,17.130401420593262
425353,529.0,-860.0,-865.0,11.619197010993958
2355272,361.0,508.0,143.0,18.422519779205324
269628,129.0,-452.0,-457.0,20.933652019500734
3181443,441.0,-900.0,-705.0,15.53577380180359
1139081,257.0,516.0,-105.0,19.67392692565918
1030402,-215.0,124.0,175.0,29.0205029964447
1396202,137.0,-780.0,-977.0,18.803493452072143
3231379,-31.0,276.0,167.0,14.85119037628174
2234724,-199.0,-244.0,183.0,13.17370572090149
1448679,-39.0,748.0,159.0,17.962511587142945
3704431,-87.0,-228.0,119.0,12.235296392440796
2928299,-471.0,620.0,511.0,24.450141382217414
2083804,105.0,-292.0,-217.0,11.073301339149477
1620494,-143.0,-1228.0,343.0,12.191418051719664
1155870,-71.0,540.0,-65.0,24.887585973739625
1461129,-31.0,388.0,223.0,29.39048342704773
31627,-111.0,76.0,231.0,40.0
436597,113.0,692.0,151.0,23.74412522315979
2791266,617.0,-1172.0,-961.0,14.783644437789919
2586445,-15.0,196.0,-153.0,14.813801670074465
180442,345.0,-1164.0,-865.0,12.397057104110718
675830,-23.0,644.0,183.0,11.582940340042114
2422468,25.0,-84.0,15.0,13.157394599914554
787423,-79.0,212.0,175.0,40.0
3241367,-439.0,316.0,231.0,40.0
971215,105.0,796.0,159.0,26.91695718765259
1060948,-231.0,20.0,295.0,10.97601056098938
2922117,-407.0,684.0,511.0,13.044153690338135
3284678,-191.0,300.0,-257.0,11.340340161323548
1528789,305.0,780.0,263.0,18.992328381538393
2953635,673.0,-268.0,-857.0,12.720571517944338
1039944,17.0,-244.0,-89.0,22.139812803268434
3045177,129.0,-684.0,-713.0,20.09830813407898
539137,665.0,-116.0,-817.0,23.59693026542664
1223284,465.0,-1316.0,-593.0,12.089800071716311
1046060,-79.0,252.0,175.0,29.748802375793463
1156768,505.0,-972.0,-737.0,12.395156359672546
2939666,649.0,-852.0,-769.0,12.361872887611392
3270640,-111.0,260.0,551.0,19.792291784286498
1779037,-31.0,324.0,-233.0,20.873171663284303
1585247,121.0,-980.0,-753.0,15.834876441955569
3603363,-31.0,372.0,231.0,40.0
2107291,105.0,-300.0,-441.0,13.564222836494446
1540431,-119.0,508.0,199.0,23.03700389862061
2148257,105.0,932.0,143.0,14.302624082565307
3708032,-295.0,372.0,247.0,37.121938419342044
504998,361.0,372.0,-273.0,17.184045171737672
2474926,-79.0,388.0,183.0,13.671318745613101
3371513,25.0,748.0,183.0,37.91378364562989
2806873,-495.0,-348.0,375.0,12.803636503219604
2964313,-319.0,516.0,231.0,17.740693426132204
1248368,33.0,-804.0,-673.0,13.905825281143189
872311,97.0,-460.0,-377.0,15.25495779514313
3383227,-255.0,380.0,167.0,39.93292331695557
3513825,-39.0,180.0,239.0,24.297873878479013
712801,121.0,-36.0,-49.0,13.307250833511356
3315322,-231.0,-4.0,143.0,40.0
933034,-47.0,-132.0,-105.0,30.01431546211243
114415,217.0,-356.0,-369.0,11.078336501121518
2029216,-7.0,-780.0,-457.0,15.005558395385744
414404,-535.0,868.0,375.0,10.589785599708557
3388915,65.0,492.0,151.0,24.288107299804693
2157885,17.0,-1148.0,415.0,21.512083482742316
1096185,-87.0,940.0,159.0,24.53139791488648
978660,449.0,-1012.0,-921.0,17.36857159137726
1264246,161.0,-268.0,95.0,18.491425561904908
1170896,449.0,-924.0,-913.0,14.654279327392581
3571452,-271.0,388.0,231.0,24.1853666305542
2343578,-935.0,-1444.0,359.0,11.164277720451356
640693,-111.0,804.0,151.0,24.83502168655396
3469769,-215.0,388.0,151.0,26.09112753868103
2243764,-431.0,284.0,167.0,10.843414068222046
2511200,17.0,476.0,223.0,22.10348253250122
747358,41.0,484.0,175.0,31.09865336418152
3060595,-7.0,-276.0,-105.0,17.741957473754887
3400536,-463.0,564.0,495.0,31.882996082305908
1709483,-271.0,340.0,215.0,26.193629884719854
1989178,89.0,188.0,-97.0,20.72306308746338
3612363,1.0,580.0,143.0,22.54915862083435
2087795,-135.0,100.0,463.0,22.9731870174408
1708472,-263.0,516.0,167.0,23.41458730697632
623440,-279.0,548.0,183.0,40.0
2115878,289.0,124.0,-369.0,14.354107737541199
1766456,-151.0,12.0,175.0,28.21292610168457
2333939,505.0,-348.0,-809.0,20.588211870193483
828851,-319.0,68.0,167.0,15.707137537002563
3134372,433.0,-1052.0,-977.0,10.882536458969117
3319108,577.0,-1308.0,-481.0,40.0
416316,-87.0,-132.0,-113.0,17.542938899993903
1945943,433.0,668.0,135.0,12.120625543594361
1752265,249.0,204.0,-81.0,27.824421882629398
2865289,-327.0,284.0,167.0,17.307615756988525
1031680,65.0,764.0,223.0,15.975540876388552
689704,-319.0,84.0,239.0,12.83424701690674
672821,65.0,84.0,-97.0,14.525661897659305
494463,-287.0,404.0,-1.0,10.868884277343753
2892726,-39.0,356.0,167.0,15.402590847015384
2165012,-751.0,-1132.0,383.0,11.128602838516235
2157272,153.0,84.0,-225.0,15.154676294326785
1537110,-455.0,468.0,167.0,14.648481297492983
1052394,-527.0,660.0,559.0,10.809356045722964
1083583,465.0,-236.0,-697.0,12.935171055793765
1428861,-191.0,428.0,-33.0,11.701573896408082
2710447,-159.0,308.0,-145.0,12.470697808265689
1035450,201.0,-1316.0,-929.0,13.666380548477173
2711699,-255.0,532.0,247.0,32.71739835739136
1496395,-407.0,548.0,503.0,10.627466368675233
259722,33.0,668.0,175.0,16.978739070892335
696688,-199.0,-36.0,183.0,19.380215764045715
786622,-871.0,-876.0,375.0,11.28626298904419
284038,457.0,-1268.0,-553.0,15.362989473342896
2949504,177.0,-1132.0,399.0,13.683422994613647
2314990,-391.0,676.0,215.0,15.321383380889893
1391252,105.0,516.0,191.0,28.946594762802125
467251,65.0,-36.0,279.0,10.62021737098694
2111611,473.0,-1420.0,-593.0,14.44729678630829
554028,545.0,396.0,-161.0,15.379827475547794
1176694,-207.0,-20.0,-41.0,11.263741445541385
2076143,25.0,348.0,151.0,19.92555184364319
2107997,281.0,804.0,479.0,13.534664916992188
3334673,225.0,548.0,183.0,19.37721102237701
3530439,-23.0,-1116.0,391.0,19.975961875915534
295582,249.0,276.0,-233.0,10.376780724525453
1198405,473.0,292.0,-145.0,16.121544218063356
2347751,89.0,-212.0,-97.0,14.753580665588382
375899,713.0,-916.0,-969.0,14.223518300056458
1180277,-103.0,-268.0,-57.0,14.176783585548401
1595880,417.0,-1164.0,-889.0,10.470439410209655
3536475,345.0,636.0,159.0,16.79315655231476
402717,49.0,964.0,191.0,40.0
2459062,225.0,-764.0,-609.0,11.31049485206604
1855456,-223.0,380.0,127.0,11.147234106063843
538256,-367.0,-68.0,183.0,20.776641416549683
904706,-231.0,348.0,215.0,40.0
1327825,137.0,-276.0,-265.0,10.411370301246643
572993,-207.0,540.0,183.0,34.124124479293826
240923,-239.0,-1148.0,407.0,20.90813274383545
1316848,289.0,108.0,-105.0,11.049998235702514
1362544,409.0,-668.0,103.0,13.00373103618622
3404138,73.0,388.0,231.0,10.146328020095826
2162535,297.0,428.0,-185.0,10.455213594436646
3450374,-71.0,188.0,191.0,29.560996675491328
219239,-871.0,-1180.0,375.0,19.309270215034488
3033077,465.0,-1412.0,-585.0,10.63159613609314
1634972,-1079.0,-428.0,375.0,12.221417570114136
3002801,521.0,396.0,-161.0,11.945346999168393
3175613,33.0,852.0,143.0,14.897303581237795
3557406,-263.0,460.0,151.0,16.772022891044614
3378714,-159.0,124.0,-9.0,13.485693001747133
1639196,-247.0,-44.0,279.0,40.0
117835,121.0,348.0,135.0,11.959646391868592
2036274,25.0,372.0,215.0,23.587156677246092
2796457,505.0,-316.0,-801.0,35.65022950172425
2024495,257.0,-828.0,-729.0,11.176011633872989
452720,593.0,-948.0,-961.0,18.901121854782104
3240010,65.0,228.0,159.0,30.389123106002806
2263712,-207.0,524.0,551.0,12.645770740509036
2592482,57.0,468.0,175.0,40.0
1943192,-335.0,412.0,223.0,15.323605394363403
1012942,-647.0,-308.0,359.0,16.325121307373053
1785481,-575.0,364.0,543.0,22.543709897995
1416057,585.0,-980.0,-913.0,19.055896425247195
2398250,249.0,508.0,175.0,17.901019525527953
2755521,-607.0,-364.0,399.0,11.313645625114438
2569155,-87.0,716.0,-41.0,16.52635488510132
10191,-7.0,-340.0,-177.0,18.71912353038788
1272540,177.0,820.0,159.0,18.62382228374481
212584,73.0,212.0,167.0,30.935883283615123
2087101,97.0,556.0,471.0,13.650772714614869
673651,369.0,244.0,-145.0,23.350688648223876
2593813,-535.0,-380.0,399.0,11.531960201263427
3169573,593.0,-940.0,-977.0,11.958258509635925
3036286,-591.0,220.0,503.0,15.36662974357605
1121356,-39.0,356.0,287.0,10.334062457084656
901558,33.0,980.0,183.0,15.52012858390808
853778,161.0,-412.0,-489.0,18.220855116844174
3324863,-119.0,700.0,151.0,20.814401626586914
831021,-159.0,-60.0,151.0,29.38202295303345
2159015,-367.0,-412.0,151.0,14.349777030944825
1763212,9.0,492.0,207.0,36.54536681175232
3027646,233.0,316.0,-9.0,14.832805609703064
1120213,9.0,-1172.0,367.0,30.54520611763001
1561614,361.0,452.0,-9.0,12.945714521408082
2549796,1.0,268.0,-233.0,23.020482492446906
969921,-319.0,-1164.0,375.0,15.475944161415102
2975536,465.0,-1012.0,-713.0,14.900485897064211
1009843,65.0,708.0,199.0,19.634977436065675
3121024,-239.0,52.0,151.0,17.94666075706482
335622,-87.0,-1156.0,351.0,14.783896780014038
92231,313.0,36.0,-113.0,10.324258494377137
29738,-87.0,508.0,-33.0,12.945126891136171
2509237,393.0,-1332.0,-569.0,13.02022089958191
2260158,193.0,564.0,151.0,15.246742653846741
2530706,-55.0,236.0,207.0,23.18147916793823
842222,385.0,628.0,159.0,18.388044691085817
1888410,297.0,220.0,-105.0,13.700166368484494
3216987,-287.0,-172.0,151.0,22.98711023330689
3015550,265.0,364.0,-145.0,15.501780033111574
3294821,-103.0,716.0,159.0,10.427105474472047
3400448,-287.0,-52.0,175.0,14.995250916481021
3201183,-911.0,-1124.0,359.0,20.6604775428772
1017399,89.0,-404.0,-297.0,18.08652260303497
1223578,-55.0,-1124.0,423.0,10.678132247924808
1298583,369.0,180.0,-433.0,11.278910017013553
149299,161.0,-596.0,79.0,10.29976727962494
877093,-15.0,652.0,159.0,15.328451299667359
385331,105.0,-516.0,-305.0,12.751629471778871
2567157,465.0,556.0,143.0,23.34450392723084
41802,-31.0,-1172.0,359.0,20.63299560546875
9514,-703.0,-1244.0,367.0,16.032794523239136
239358,441.0,-1188.0,-873.0,10.807678437232974
3192690,89.0,-892.0,-889.0,10.990189623832702
1759085,-751.0,-492.0,383.0,11.899114632606508
3332802,17.0,-556.0,-449.0,19.44316229820252
1291481,-423.0,308.0,143.0,14.888290524482727
1034607,-87.0,84.0,143.0,18.34544909000397
343343,449.0,-868.0,-761.0,13.375440478324892
2545840,577.0,-980.0,-777.0,26.964790058135986
3527540,-103.0,740.0,143.0,12.713190507888793
853046,-127.0,44.0,191.0,40.0
2663142,-55.0,332.0,151.0,18.521470642089845
481359,705.0,-1380.0,-545.0,14.673619723320007
2464487,-423.0,476.0,151.0,27.69594464302063
611016,-111.0,52.0,167.0,24.673403501510624
163508,265.0,-860.0,-873.0,12.116321706771851
2774198,-23.0,396.0,127.0,14.587582707405092
1961522,-415.0,636.0,159.0,11.903020095825195
456024,201.0,548.0,151.0,19.783929443359376
631006,-119.0,492.0,-33.0,14.896331596374512
1820836,-919.0,-1100.0,367.0,11.456120848655699
1713132,-671.0,-1468.0,367.0,15.196146869659426
406792,633.0,-940.0,-969.0,17.038382959365848
2978091,41.0,572.0,135.0,23.687158966064448
1660338,25.0,444.0,391.0,11.148084592819217
1069685,-23.0,420.0,223.0,40.0
2851111,-287.0,332.0,183.0,18.876146984100345
833261,-191.0,-1140.0,415.0,14.20478539466858
1977846,425.0,-1396.0,-593.0,10.980132150650025
321176,769.0,-212.0,-937.0,12.760817766189575
2558272,137.0,476.0,143.0,13.298734283447269
2005193,617.0,-972.0,-801.0,18.2822548866272
1288981,-63.0,-132.0,183.0,16.42830357551575
377432,-487.0,460.0,143.0,10.242721581459046
3333115,-463.0,388.0,143.0,14.641678571701052
1542402,-239.0,-236.0,231.0,17.235056853294374
2763568,193.0,572.0,159.0,14.17025423049927
54400,377.0,76.0,-193.0,19.581917810440064
1885915,-79.0,-276.0,55.0,11.593021178245545
14110,-47.0,-652.0,-713.0,31.92477974891663
1752805,393.0,756.0,159.0,14.547744178771973
3150668,-31.0,836.0,143.0,20.05589828491211
3229736,137.0,-524.0,-425.0,17.655981206893927
2858347,601.0,-1276.0,-465.0,16.932537078857422
2263823,-119.0,-1188.0,351.0,16.408211994171143
3265926,-295.0,-1140.0,415.0,20.277585601806642
1100893,697.0,-1052.0,-961.0,12.475150012969973
1471389,209.0,172.0,-49.0,11.117801189422607
3172030,-359.0,276.0,199.0,13.7064772605896
2356313,681.0,-132.0,-825.0,26.476264858245848
747366,65.0,500.0,167.0,40.0
2764034,289.0,-1316.0,-817.0,27.321819257736212
